Event Date,Case Status,Inspection Number,Establishment Name,Report ID,Street Address,City,State,ZIP Code,Union Status,Abstract,Summary,NAICS,Age,Sex,Degree of Injury,Occupation,Coordinates
08/16/2019,CLOSED,1424018.015,"Waterfield Florida Staffing, Llc.",419700,1001 Stearns Street,Tallahassee,FL,32305,NonUnion,Employee sustains heat stress during hot day while cleaning,"At 2:00 p.m. on August 16, 2019, an employee was sweeping and picking up debris. The employee stated that his blood sugar was low and collapsed.  The medical examiner reported the cause of death to be hyperthermia influenced by heat conditions.",561320/Temporary Help Services,54,M,Fatality,"Laborers, except construction","(30.342691726008344, -84.27324016147428)"
08/16/2019,CLOSED,1425260.015,Primetime Harvesting Inc,950625,16408 9th Street,Huron,CA,93234,NonUnion,Employee suffers from heat exhaustion while sorting melons o,"At approximately 11:00 a.m. on August 16, 2019, an employee was sorting melons on a conveyor line. The employee apparently began feeling ill and left the worksite.  The employee took herself to the hospital. The employee was hospitalized for this illness.",111310/Orange Groves,31,F,Non Hospitalized injury,"Laborers, except construction","(36.20485997, -120.10373305)"
08/15/2019,CLOSED,1425643.015,Mission Plastics North,728500,4202 East 135th Street,Grandview,MO,64030,NonUnion,Employee suffers possible heat stroke on injection line,"At approximately 6:00 a.m. on August 15, 2019, an employee was running a plastic injection machine.  The employee became sick and fainted.  The employee could have suffered complications from previous condition and was hospitalized from this condition.",326199/All Other Plastics Product Manufacturing,30,F,Hospitalized injury,Molding and casting machine operators,"(38.884217345888594, -94.52176572811672)"
08/15/2019,CLOSED,1425536.015,Granite Construction,950632,Hwy 86,Heber,CA,92249,Union,Employee receives heat-related illness while operating rolli,"At 5:00 p.m. on August 15, 2019, an employee operated a rolling machine to compress hot asphalt at a highway paving project. The employee sought treatment at the hospital for heat exhaustion without hospitalization.","237310/ Highway, Street, and Bridge Construction",40,M,Non Hospitalized injury,Equipment Operator: Heavy,"(32.7521642, -115.4677408)"
08/14/2019,CLOSED,1425694.015,Moon Valley Nursery,950644,300 B St,La Verne,CA,91750,NonUnion,Employee incurs heat illness while cleaning up after digging,"At 3:30 p.m. on August 14, 2019, an employee was digging holes to plant roses. While cleaning up, his muscles began to cramp. The employee was hospitalized to treat heat exhaustion due to the weather that afternoon and physical exertion.","424930/ Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",21,M,Hospitalized injury,Agricultural and food scientists,"(34.11516776954357, -117.77100157834025)"
08/14/2019,CLOSED,1425878.015,Four Seasons Hauling Inc,950625,Northbound Rd 184 Atave 112,Porterville,CA,93257,NonUnion,Employee incurs heat illness while loading almonds onto trai,"At 6:50 p.m. on August 14, 2019, an employee was loading almonds into a trailer with a mechanized loader when he became weak and developed a headache. The employee stopped work and was hospitalized to treat a heat illness. The employer did not follow the guidelines for emergency response for heat related symptoms as outlined in the company Heat Illness Program.",111335/Tree Nut Farming,44,M,Hospitalized injury,"Laborers, except construction","(36.068820846258504, -119.03166546530612)"
08/14/2019,CLOSED,1425892.015,A.J. Fistes Corporation,950644,8140 X. Vicki Drive,Whittier,CA,90606,NonUnion,Employee experiences heat exhaustion,"At 2:00 p.m. on August 14, 2019, Employee #1, on his first day of work for a construction company, was performing rough piping from the exterior of a school restroom to the interior of the restroom.  Toward the end of his shift, the employee vomited and showed symptoms of heat-related illness.  Emergency services transported the employee to the hospital, where he was admitted and treated for dehydration and heat exhaustion.",236210/Industrial Building Construction,35,M,Hospitalized injury,"Plumber, pipefitter and steamfiter apprentices","(33.97386951205074, -118.06597303932347)"
08/13/2019,CLOSED,1424737.015,"Energy Roofing Technology Se, Llc",419700,2485 Monument Rd,Jacksonville,FL,32225,NonUnion,Employee experiences possible heat-related illness,"At 11:00 p.m. on August 13, 2019, Employee #1, employed by a roofing contractor, was admitted to the hospital for treatment of heat stress.  Earlier that day, he had been engaged in roof repairs at a commercial building.  He had used a hand scraper, electric grinder, and caulk gun.  At the end of the workday, he experienced cramps in his hand and he vomited.  After he initially refused emergency medical services, his girlfriend drove him to the hospital and he was admitted.",238160/Roofing Contractors,20,M,Hospitalized injury,Roofers,"(30.34909079537037, -81.51069917407408)"
08/13/2019,CLOSED,1423700.015,Ca Department Of Forestry And Fire Protection,950621,5440 Longview Ln,Georgetown,CA,95634,NonUnion,Employee suffers heat illness and cramps after working outdo,"On August 12, 2019, after working on a grade project clearing brush at Cameron Park Lake, an inmate employee and fellow crewmembers were called out to assist with a fire.  After returning to camp that evening, the employee complained of mild cramping. The next day, August 13, 2019, the employee and the same crew returned to Cameron Park Lake to continue brush clearing. Back at camp that evening, the employee complained of cramping again. When the cramps did not subside after hydrating, 911 was called and the employee was hospitalized for treatment. The employee had suffered heat illness caused by heat/environmental conditions and a lack of adequate hydration.",922140/Correctional Institutions,27,M,Hospitalized injury,"Laborers, except construction","(38.95665129166667, -120.73343935)"
08/12/2019,CLOSED,1423605.015,"Eutaw Construction Company, Incorporated",418300,26921 Old Highway 20,Madison,AL,35756,NonUnion,Employee working in trench passes out from heat,"At 10:30 a.m. on August 12, 2019, Employee #1 was laying pipe in a trench at the site of a commercial building.  The employee passed out from the heat.  He was transported to the hospital and admitted for treatment of heat-related illness.",238910/Site Preparation Contractors,24,M,Hospitalized injury,Construction laborers,"(34.70063672395665, -86.81331625540696)"
08/08/2019,CLOSED,1423781.015,Tecta America Southeast Llc,418400,2971 Fleming Road Bldg 1361,Albany,GA,31705,NonUnion,Employee is sickened in possible heat-related event,"At 2:45 p.m. on August 8, 2019, Employee #1, employed by a roofing contractor, was manually installing a PVC membrane on the flat roof of a building at a military base during hot weather.  The employee began to feel ill and began experiencing leg cramps, symptoms suspected of being heat-related.  The employee was transported to the hospital and admitted for treatment.  It was learned that the employee had a medical condition unrelated to heat exposure.",238160/Roofing Contractors,33,M,Hospitalized injury,Roofers: Helpers,"(31.558300864895106, -84.10142349146854)"
08/07/2019,CLOSED,1422981.015,Border Valley Trading,950632,604 East Mead Road,Brawley,CA,92227,NonUnion,Employee suffers heat-related illness,"At 9:00 p.m. on August 7, 2019, an employee was working outdoors in 106 degree temperatures. The employee had symptoms of stomach cramps and went home after a meeting. The employee was diagnosed with heat-related illness and was treated, but was not hospitalized for more than 24 hours.",311119/Other Animal Food Manufacturing,46,M,Hospitalized injury,Farm workers,"(32.98114708247422, -115.53076364742267)"
08/07/2019,CLOSED,1422380.015,"Southern Forest Products, Llc",626600,181 County Rd 2012,Newton,TX,75966,NonUnion,Employee incurs heat exhaustion while at outdoor sawmill,"At 03:15 p.m. on August 07, 2019, an employee was sorting wood on the green chain line at an outdoor sawmill. The employee starting feeling ill and was transported to the emergency room for heat exhaustion-related symptoms.  The employee was hospitalized.",321113/Sawmills,50,M,Hospitalized injury,Occupation Not Listed,"(30.8452814, -93.76198157333333)"
08/06/2019,CLOSED,1422704.015,"Steelhead Constructors, Inc",950621,5212 Bassi Rd,Lotus,CA,95651,Union,Employee is sickened by possible heat-related illness,"At 2:00 p.m. on August 6, 2019, Employee #1, a new employee of a road bridge construction company, along with coworkers was building forms for a bridge's concrete support columns.  He had been feeling ill and perspiring profusely in spite of water and air-conditioned rest breaks.  The temperature was 90 degrees, and he had been off work for eight months and unaccustomed to working outdoors. At the end of the work shift, the employee fell and had a seizure.  He was transported to the hospital, where he was treated and released.  The medical diagnosis was reported as alcohol withdrawal and low electrolytes.","237310/ Highway, Street, and Bridge Construction",28,M,Non Hospitalized injury,Pile-Driver Operator,"(38.81511655714286, -120.9220007142857)"
08/06/2019,CLOSED,1421967.015,"California State University, Stanislaus",950624,One University Circle,Turlock,CA,95382,Union,Employee incurs heat-related illness while performing landsc,"At approximately 03:15 p.m. on August 06, 2019, an employee was driving a golf cart independently around the facility to perform his regular work duties in landscaping and irrigation work. The employee was working near the MSR building on a valve. He dug out all the gofer dirt to uncover two valve boxes to turn on the valve. It was a hot and humid day, ranging from 92 to 96 degrees, and the employee stated he started to feel hot so he sat on the cart to rest when his vision waned and saw that the grey concrete turned white. The employee attempted to drive the cart back to the yard when he had to stop at the library to cool down. The employee laid down on the ground in the grass under a tree.  When he felt a little better, he headed to the yard again. The employee spoke with his supervisor then went to the breakroom. The employee started to feel nauseated, sick, and very ""weak"". The employee rested his head down on the table then started throwing up. A coworker observed him throwing up and called the supervisor and 911. On site University PD arrived on the scene and administered first aid prior to EMS arrival. At 01:10 p.m. on August 07, 2019, COSH was notified of the incident and arrived on site for an investigation on August 08, 2019. The employer is being cited for three general and two serious violations. The employee was taken to Memorial Medical Center - Sutter Health in Modesto, CA and was admitted to treat dehydration, hypotension, and evidence indicative of early kidney failure stemming from heat-related illness. At 02:20 p.m. on August 08, 2019, he was discharged to go back home.",561730/Landscaping Services,62,M,Hospitalized injury,Occupation Not Listed,"(37.52846692025532, -120.84895573259575)"
